hammer, touch(0.937),say(0.215),drive(0.143),break(0.129),open(0.120),see(0.117),wear(0.061),lift(0.051),move(0.027),approach(0.023),run(0.022),push(0.019),hear(0.016),fear(0.014),near(0.014),fill(0.011),eat(0.010),clean(0.009),enter(0.007),ride(0.006),listen(0.005),smell(0.003),taste(0.001),rub(0.001),manipulate(0.000)
pliers, open(0.977),push(0.120),break(0.110),drive(0.084),touch(0.075),see(0.066),move(0.040),lift(0.015),say(0.013),near(0.013),hear(0.000),listen(0.000),taste(0.000),smell(0.000),eat(0.000),rub(0.000),manipulate(0.000),run(0.000),fear(0.000),approach(0.000),enter(0.000),wear(0.000),fill(0.000),clean(0.000),ride(0.000)
saw, say(0.934),see(0.226),hear(0.219),open(0.131),run(0.064),move(0.052),drive(0.032),enter(0.031),near(0.028),break(0.023),approach(0.019),fear(0.019),lift(0.018),ride(0.014),touch(0.011),fill(0.009),eat(0.008),wear(0.006),clean(0.005),push(0.004),smell(0.004),listen(0.003),taste(0.002),rub(0.000),manipulate(0.000)
screwdriver, open(0.838),push(0.386),drive(0.341),see(0.112),lift(0.081),move(0.078),break(0.057),say(0.036),touch(0.033),clean(0.028),near(0.019),fill(0.019),run(0.011),hear(0.006),listen(0.000),taste(0.000),smell(0.000),eat(0.000),rub(0.000),manipulate(0.000),fear(0.000),approach(0.000),enter(0.000),wear(0.000),ride(0.000)
carrot, approach(0.883),eat(0.368),say(0.242),see(0.130),taste(0.063),drive(0.056),fill(0.030),smell(0.020),open(0.015),near(0.012),move(0.008),break(0.007),ride(0.005),run(0.004),push(0.003),hear(0.000),listen(0.000),touch(0.000),rub(0.000),manipulate(0.000),fear(0.000),enter(0.000),wear(0.000),lift(0.000),clean(0.000)
celery, eat(0.837),taste(0.346),fill(0.315),see(0.243),clean(0.115),open(0.060),smell(0.059),touch(0.029),say(0.016),hear(0.000),listen(0.000),rub(0.000),manipulate(0.000),run(0.000),push(0.000),move(0.000),fear(0.000),approach(0.000),near(0.000),enter(0.000),drive(0.000),wear(0.000),lift(0.000),break(0.000),ride(0.000)
corn, eat(0.785),say(0.365),enter(0.316),see(0.224),fill(0.190),open(0.161),near(0.112),taste(0.108),hear(0.068),run(0.057),clean(0.054),smell(0.040),ride(0.035),move(0.027),break(0.014),push(0.013),drive(0.011),rub(0.009),listen(0.005),manipulate(0.005),touch(0.005),wear(0.004),approach(0.003),lift(0.003),fear(0.000)
lettuce, eat(0.979),say(0.116),fill(0.108),clean(0.082),see(0.065),taste(0.056),near(0.031),break(0.026),touch(0.021),open(0.015),approach(0.006),drive(0.005),run(0.004),hear(0.000),listen(0.000),smell(0.000),rub(0.000),manipulate(0.000),push(0.000),move(0.000),fear(0.000),enter(0.000),wear(0.000),lift(0.000),ride(0.000)
tomato, say(0.919),eat(0.260),taste(0.173),touch(0.173),see(0.123),fill(0.082),open(0.056),near(0.039),rub(0.022),smell(0.020),run(0.017),enter(0.014),drive(0.011),break(0.010),clean(0.009),ride(0.007),wear(0.006),fear(0.005),hear(0.002),listen(0.000),manipulate(0.000),push(0.000),move(0.000),approach(0.000),lift(0.000)
airplane, ride(0.918),see(0.221),say(0.201),near(0.166),open(0.114),lift(0.072),hear(0.066),enter(0.056),move(0.052),run(0.052),touch(0.048),approach(0.048),fill(0.032),break(0.028),eat(0.024),push(0.024),drive(0.023),fear(0.019),clean(0.019),listen(0.015),smell(0.005),wear(0.001),taste(0.000),rub(0.000),manipulate(0.000)
bicycle, ride(0.996),wear(0.056),open(0.032),drive(0.032),see(0.030),say(0.027),run(0.023),near(0.017),lift(0.011),move(0.009),push(0.006),break(0.004),enter(0.004),approach(0.003),hear(0.003),fear(0.002),fill(0.002),touch(0.001),clean(0.001),eat(0.001),listen(0.001),taste(0.000),smell(0.000),rub(0.000),manipulate(0.000)
car, drive(0.778),see(0.384),near(0.289),ride(0.201),open(0.195),run(0.190),say(0.121),break(0.093),move(0.088),clean(0.083),lift(0.057),fill(0.046),enter(0.038),push(0.034),hear(0.032),touch(0.027),approach(0.026),smell(0.019),wear(0.016),listen(0.016),eat(0.012),fear(0.003),rub(0.001),taste(0.000),manipulate(0.000)
train, ride(0.791),drive(0.489),near(0.246),run(0.205),see(0.095),say(0.085),move(0.061),hear(0.060),open(0.059),approach(0.039),break(0.039),enter(0.031),fill(0.020),eat(0.016),push(0.011),listen(0.009),lift(0.009),fear(0.008),touch(0.005),wear(0.005),clean(0.004),smell(0.001),taste(0.000),rub(0.000),manipulate(0.000)
truck, lift(0.750),drive(0.521),near(0.182),move(0.173),run(0.165),see(0.163),open(0.149),say(0.109),ride(0.089),fill(0.054),clean(0.037),break(0.029),push(0.023),enter(0.022),touch(0.021),hear(0.018),approach(0.015),fear(0.005),smell(0.004),wear(0.004),eat(0.003),listen(0.002),rub(0.000),taste(0.000),manipulate(0.000)
